Data da opinião,Nota,Título,Conteúdo
abr. de 2018,5,Espetacular,"O melhor café da manhã que já comi na vida, somando a um quarto super aconchegante, serviço de limpeza nota 10, excelente atendimento de todos os funcionários, enfim.. a pousada é uma gracinha! O serviço do spa deixou um pouco a desejar, mas acredito que as meninas estavam num mau dia, pois todo o restante foi incrível."
abr. de 2018,4,Aconchegante,Muitooo bom! No geral adoramos a nossa estadia! Acomoda super bem família com crianças. Ótimo atendimento na recepção. Preço justo. Lugar lindo. Café da manhã muito gostoso. Queremos voltar logo logo.
abr. de 2018,5,Lugar incrível e muito aconchegante para uma viagem romântica,"Quanto reservei a Pousada já sabia que ela era ótima só vendo as avaliações positivas, porém não fazia ideia que ela era perfeita, começando pelo atendimento na chegada fomos muito bem atendidos com cordialidade e sorriso no rosto, na hora de sair para almoçar e passear por Gramado foi passado dicas pelo recepcionista, o quarto era perfeito aconchegante limpo cheiroso, tudo muito organizado com muito amor, nosso primeiro café da manhã no hotel foi perfeito, tudo feito com muito amor e muito delicioso difícil foi sair da mesa do café da manhã, a pousada que mais parece um hotel boutique de 4 ou 5 estrelas, oferece o pacote de SPA a parte, usufrui da banheira do SPA muito perfeito momento de relaxamento total, as atendentes do SPA nos deixou a vontade na banheira e não ficou controlando nosso tempo, no último dia tivemos que sair bem cedo devido nosso horário de partida do nosso Voo, porém o recepcionista nos deixou tomar café 1 hora antes da abertura da cozinha, tomamos um bom café e finalizamos nossa estadia nesse lugar mágico, super indicado para lua de mel viagem para dois, tenho uma agência de viagens e zelo muito pela qualidade dos meus passageiros, com certeza em Gramado irei indicar essa Pousada não tem nada que nos deixasse insatisfeito, foi tudo perfeito da chegada a saída, Obrigado a toda equipe da Borô vocês são incríveis e tornaram nossa viagem mais incrível ainda."
abr. de 2018,5,Um sonho a dois!,Maravilhosa estadia! Café da manhã fantástico! Conforto e cordialidade são a marca registrada desta pousada. Nosso 3º ano no Borô. Suite luxo espetacular para lua de mel. Jardins dignos de um SPA. Obrigado equipe Borô!
abr. de 2018,4,"Lugar bonito, aconchegante","Local agradável, atendimento muito bom. Café da manhã variado. Tem jardim e alguns brinquedos para as crianças. Cama grande, banheira pro bebê mediante solicitação. Vale a pena, voltaria em uma próxima oportunidade."
mar. de 2018,5,EXPERIÊNCIA EXCELENTE!,"Atendimento e infraestrutura muito boas. O espaço no jardim com redes e pergolado são muito agradáveis para descansar. O atendimento da recepção foi muito cordial e disponível para todas nossas solicitações e, além disso, o café da manhã muito diversificado e gostoso."
mar. de 2018,5,Conforto e limpeza,"Já estive na pousada duas vezes, o atendimento é ótimo, as acomodações super confortáveis e organizadas, a limpeza é impecável, o café da manhã uma delícia, o serviço de spa é imperdível, amei e voltarei"
mar. de 2018,5,Perfeita para relaxar,"Alem de ser uma pousada muito boa, localizada entre Gramado e Canela ( no 1 retorno para Gramado ) a pousada é um SPA com um menu de massagens e tem uma banheira para banhos com preços muito justos.... ótimo café da manhã... tudo perfeito."
mar. de 2018,5,Reveillon em família!,"Nos hospedamos nessa incrível e aconchegante pousada, e ficamos deslumbrados com o melhor colchão que já experimentamos, ducha forte e quente e café da manhã farto e com novidades a cada dia. Equipe super simpática e prestativa, a equipe de arrumação muito atenciosa. E para fechar com chave de ouro, recebemos chocolates deliciosos de presente de reveillon, um toque especial que fez muita diferença. Nossa filha de 1ano e 3 meses amou o lugar, assim como nos. Próximo as principais atrações em gramado/canela, próximo ao melhor restaurante que conhecemos o Borbulhas. Indicarei sempre."
fev. de 2018,5,Excelente Pousada par família!,"Lugar aconchegante, atendimento excelente. Muito bem localizada, próximo de tudo em Gramado. As garagens são individuais. Possui serviço de Spa. Um belo jardim e sala de jogos. O atendimento é feito pelo proprietário e uma equipe especializada."
fev. de 2018,4,Ótimo atendimento,"Um lugar lindo e aconchegante, os atendentes são prestativos e educados, o local é de fácil acesso para os pontos turísticos da região, o café da manhã é fresquinho e delicioso, a estrutura é bem agradável,"
fev. de 2018,4,"Carnaval, na serra.","Retornando a pousada, ficamos quatro dias, muito agradável, quarto silencioso, cama grande e confortável. Aquilo que solicitamos, fomos atendidos. Café da manhã ótimo, atendimento também. Valores compatíveis."
fev. de 2018,5,Excelente,O atendimento da pousada é excelente. Todos os trabalhadores são atenciosos e educados. Prestativos e bem humorados. Os quartos são limpos e lençóis cheirosos. A decoração é muito linda. E o jardim fantástico. A área do SPA é maravilhosa e as trabalhadoras são fantásticas.
fev. de 2018,5,Recomendo,"Pousada aconchegante e romântica para casais. Tbm é legal para família, tem uma parte para crianças brincarem, e uma sala com bilhar. Umas redes para descansar fora ao ar livre e estacionamento gratuito."
fev. de 2018,5,Deu tudo certo!,"Quarto agradável, café da manhã variado e saboroso, Rua tranquila e distante do centro, o que pra mim é ponto positivo. O trânsito da cidade me parece bastante perigoso, muitas rotundas e poucos semáforos."
fev. de 2018,5,Avaliação da Borô,"Local limpo,cheiroso e organizado,bem asseado...excelente café da manhã,com uma boa variedade de doces e salgados.Ambiente agradável e familiar ,próximo a uma área arborizada.Fomos muito bem atendidos."
jan. de 2018,2,Não gostei,"Para pg barato e ficar pouco ate que da...mas eu paguei quase 5 milreais por 7 dias em um quarto família, sendo q uns dias depois saia 2 mil e pouco a menos pelo mesmo quarto e mesmo período. O valor que paguei era p ser maravilhosa ...E não foi Tinha nadaaaa. Um jardim pequeno bonito ,um café gostosinho, mas o quarto nao era confortavel, o vidro no banheiro nao fechava oque dava medo de insetos, e na area das crianças(um pedaço c um brinquedo d montar apenas)acharam uma barata morta no meio do brinquedo.... fiquei bem triste pelo valor que paguei pela estrutura ..."
jan. de 2018,5,Sossego e conforto,"Ótima pousada! Escolhemos inicialmente em função das boas avaliações aqui do TripAdvisor e pelo fato de ficar fora do centro da cidade. Acertamos em cheio na escolha. A pousada fica fora das avenidas principais e distante uns 5 minutos do centro. O suficiente para ter tranquilidade para descansar e não precisar se deslocar muito para as principais atrações da cidade. Além de tudo, nosso quarto estava super confortável e o café da manhã é simplesmente espetacular. Importante destacar também a receptividade de todos na pousada. Recomendo totalmente e , quando retornarmos à cidade, pretendemos nos hospedar lá novamente."
jan. de 2018,5,Ótimo custo benefício,"A pousada é maravilhosa, ótima localização, café da manhã com bastante opções, quarto aconchegante, perfeito para descansar depois de um dia de passeio. Próximo da pousada tem um restaurante muito bom, chamado Aquecee, para quem não quer ir para o centro jantar."
jan. de 2018,5,Excelente,"Muito bom, impecável. Tratamento do Sr Luis foi sem igual, a hospitalidade imbatível. Passamos um réveillon excelente em um ambiente extremamente agradável. Recomendo local principalmente para descanso."
jan. de 2018,5,Um paraíso!,"Localização excelente, entre Gramado e Canela. O apartamento muito limpo, cheiroso e espaçoso. O café da manhã é sensacional. Fiz massagem Ayurveda e me senti nas nuvens!! Os funcionários são gentis e atenciosos, e tem ótimas indicações. Voltaria sempre e indico!!!"
jan. de 2018,5,Um paraíso em Gramado,"Já me hospedei por 4 vezes nessa pousada e sempre tenho vontade de voltar. Ambiente aconchegante, lugar tranquilo no qual toda a família pode desfrutar de descanso e sossego. Além disso, as crianças adoram brincar no balanço, redes e brinquedoteca.Recomendo."
jan. de 2018,5,Ótima estadia,"Apartamento rústico, atende todas as necessidades. Excelente recepção, educação e agilidade. Estacionamento um pouco apertado, não tivemos problemas, porém corre o risco do carro ficar na rua. Em se tratando de uma cidade segura e monitoramento através de câmeras, também não vimos muitos problemas."
jan. de 2018,5,Pousada maravilhosa!!!,"Pousada aconchegante e maravilhosa. Quartos impecáveis, e espaçosos. Café da manhã muito gostoso e farto. Atendimento nota 10 de todos os funcionários, sem exceção. São cordiais, educados e muito prestativos com os hóspedes.  Só tenho elogios!!!"
jan. de 2018,5,"Muito limpo, sem frescuras e ótimo atendimento...","Para terem uma ideia, havia levado ao quarto uma espumante para tomar com minha esposa. Um pouco ressabiado, pedi pelo interfone duas taças, em menos de 1 min. bateu a porta o Marco com as taças nem mãos. Em menos de 1 min. o interfone tocou, era o Marco ""Dr. Paulo desculpe incomodar, mas o Sr. não gostaria de um balde com gelo?"". Isso é excelência em atendimento! Podem ir de olhos fechados!"
jan. de 2018,5,LOCAL MARAVILHOSO,"Próximo ao centro, quarto super aconchegante com sala e lareira tudo muito limpo e novo, tudo funciona bem, funcionários muito prestativos e atenciosos, adoramos o cafe e o ambiente. Tem um Jardim bem bonito com peixes para alimentar e redes para um descanso ao ar livre. Recepção 24 h. Nos sentimos muito bem na pousada."
jan. de 2018,5,Excelente,"Ótima pousada, fomos bem atendidos, no quarto que ficamos era bem aconchegante, tudo bem limpo e novo. O café muito gostoso, a equipe da pousada bem prestativa. O localizacao próxima do centro de gramado."
jan. de 2018,5,Tranquilidade e excelente estrutura,"Viajamos em janeiro para Gramado e ficamos encantados com as fotos da Pousada Borô. Quando chegamos, constatamos que o local era realmente o que procurávamos. Um local bem cuidado, numa rua tranquila, com muito jardim e um café da manhã ótimo! A estrutura do quarto para casa e duas crianças pequenas estava ótima. Funcionários super solícitos e educados. Pegamos várias dicas! Eles têm uma pessoa que trabalha na pousada que faz o serviço de transfer, buscando no aeroporto de Porto Alegre até Gramado (pago). Vale checar. No local, há um pequeno poço com peixes. A atração após o café da manhã era solicitar um pouco de ração pra peixes para os meninos os alimentarem e ficarem observando! Recomendo! Quando voltar a Gramado, certamente ficarei lá de novo (de preferência em uma suíte linda que tem lá para os casais! Quem está procurando um hotel pra lua-de-mel, olha lá!)."
jan. de 2018,5,Momentos de Tranquilidade,"A pousada Borô superou as nossas expectativas: relaxamento, silêncio, sons da natureza, um café pra lá de gostoso, com várias frutas e bolos. Sucos naturais e detox. Atendimento nota 10. Localização a caminho do centro de Gramado RS. Precisamos retornar com urgencia."
jan. de 2018,5,Excelente pousada,"Adorei a pousada. Moro em cidade próxima a Gramado, e costumo ir à cidade em diferentes épocas do ano. Não conhecia a Pousada Borô, e foi uma grata surpresa. Atendentes cordiais, decoração caprichada, ótima cama e chuveiro, e um café da manhã excelente. Recomendo!!"
jan. de 2018,5,Surpreendente,"Quarto amplo, bem arejado, limpeza impecável. Café da manhã fantástico com muitas opções de pães, frutas, bolos, sucos.. sempre com reposição rápida. Os recepcionistas atenciosos, sempre de bom humor e com dicas valiosas."
jan. de 2018,5,Perfeita!!!!,"Acomodações, café da manhã, educação dos funcionários ..., tudo lá é impecável !!! Eu e minha família amamos! Melhor que muitos resorts e hotéis 5 estrelas ! Se vc quer relaxar esse é o lugar! Outra questão foi a sugestões de passeios, bares e restaurantes que a recepção nos deu, todas eles acertaram em cheio, muitas dicas proveitosas já que Gramado e região tem muitos lugares a conhecer."
jan. de 2018,5,Ótima,"Pousada muito confortável, limpa, silenciosa, ideal para passeios com a família!!!!! Café da manhã muito bom, atendentes educados e com muita disposição em atender às solicitações e orientar os passeios pela cidade."
jan. de 2018,5,Aconchegante,"Uma pousada rica em detalhes. Os proprietários te fazem se sentir em casa. a cama boa, roupas de banho excelente, secador de cabelo e produtos para banho de uva (uma delicia).  A casa foi adaptada para a pousada, são apenas 4 quartos. O café da manhã muito bom com frutas frescas, pães e os ovos são feitos na hora."
jan. de 2018,5,Excelente,"Equipe muito educada, atenciosa e prestativa. As acomodações são confortáveis e bonitas, no natal a decoração é um show a parte. Estabelecimento muito bem cuidado, limpo e bonito. Café da manhã nota 10."
jan. de 2018,5,Pousada ideal para família.,"Ambiente organizado, limpo, café da manhã bem servido. Funcionários atenciosos. Camas confortáveis. Ideal para quem busca tranquilidade. Fica um pouco afastada do centro da cidade, mas pode-se utilizar o serviço de Uber."
jan. de 2018,5,Pousada espectacular! !!!!,"Tudo perfeito, a localização, os funcionários, a roupa de cama e banho, a limpeza, a educação dos funcionários, e ah!!! O café da manhã! !!!  Nota 11, tudo maravilhoso!!!!  Todos de parabéns! !!!  O Spa tb é maravilhoso, voltaremos com certeza !!!!"
jan. de 2018,4,Muito bom!,"Ótima pousada! Café da manhã mto bom, quarto espaçoso e limpo! O único ponto desfavorável é o fato de não ser tão perto do centro.  Ficamos hospedamos 1 semana e saímos satisfeitos! Obrigada Pousada Borô!"
jan. de 2018,5,Pousada maravilhosa!,"A pousada é muito aconchegante e os quartos muito limpos e confortaveis. Os funcionários são muito atenciosos, educados e gentis. O café da manhã tem uma enorme variedade e é excelente. Localiza-se próximo ao centro e é muito fácil pegar Uber. Eu indico e voltaria lá com certeza!!!"
jan. de 2018,5,Ótima pousada em Gramado!,"Ficamos hospedados no dia 24/12. Quarto limpo e amplo, funcionários atenciosos, café da manhã muito bom. O único problema é a acústica, como não tem elevador, é muito sobe desce de escada e alguns hóspedes descem correndo, o que faz muito barulho."
jan. de 2018,4,Muito boa!,"A pousada é bem aconchegante, tem uma boa estrutura, tudo muito limpo, tem uma área comum com tábua e ferro de passar para os hóspedes (o que ajuda muito!), tem estacionamento próprio,os funcionários são muito simpáticos, atenciosos e prestativos. O café da manhã é excelente! Para nós, que ficamos na suíte luxo com hidro, o único ponto negativo são os ruídos das tubulações e o barulho das pessoas subindo e descendo as escadas ao lado. Não é algo absurdo, mas incomoda um pouco quando acontece muito tarde da noite ou muito cedo pela manhã."
dez. de 2017,4,Aconchegante,"A pousada é bastante aconchegante e charmosa. Os funcionários são bastante simpáticos e receptivos.  O quarto e o café da manhã são bons.  Uma ressalva que faço, é em relação ao barulho de passos nos corretores e tb em pavimentos acima do que ficamos. Principalmente de calçados de salto. Dei este feed back na recepção e fui informado que eles estão atentos a esta situação e buscando uma forma de melhorar.  A pousada fica localizada a 2,5km do centro de Gramado.  Vale a pena a estadia."
dez. de 2017,5,Ótima opção,"Excelente atendimento. Ficamos hospedados de 23 a 27/12. Recebemos uma caixa de chocolates no Natal! Boa localização para quem está de carro. A pousada não possui elevador. O café da manhã é bom, variado e fresco. Possui várias opções de bolos e tortas doces. O estacionamento é pequeno, mas não tivemos problemas. A pousada possui uma mini copa com microondas, fogão elétrico, chaleira elétrica, ferro, tábua de passar e foi bem útil para nós. Nosso quarto foi o 407 localizado no prédio anexo a pousada onde também é servido o café da manhã. Esse quarto localiza-se abaixo do salão em que é servido o café da manhã e assim podemos ouvir ruídos dos funcionários logo cedo, ruídos dos hóspedes indo para o café. O quarto é bom com mobiliário rústico, bons lençóis, possui apenas uma janela. A circulação de ar não é tão boa e talvez por isso um leve cheiro de mofo foi notado próximo ao chão. O banheiro não tem janela, mas possui um exaustor. Tudo limpo, organizado, ambiente agradável e familiar, jardim bem bonito e cuidado. Funcionários atenciosos. Ficamos satisfeitos!"
dez. de 2017,5,Excelente!!!,"Equipe do hotel muito simpática e bem educada sempre pronta para atender, as instalações do hotel são ótimas e aconchegantes. Como ele fica entre Gramado e Canela é interessante ter um carro, apesar da maioria dos restaurantes da região oferecerem transporte."
dez. de 2017,4,"Boa qualidade das instalações, atendimento e comida. Local tranquilo e de fácil acesso.","Pousada acolhedora, pessoal simpático e atencioso. Café da manhã excelente. Oferece também excelentes serviços de massagem, hidromassagem, com pagamento à parte com preço justo. Pontos a melhorar: acessibilidade para cadeirantes e bagagem (fazer uma rampa na entrada no lugar dos degraus) e oferecer opções de lanches rápidos na recepção (só tem bebidas)."
dez. de 2017,4,Super aconchegante!!!,"A pousada é muito boa, muito limpinha, aconchegante, quartos amplos e bastante agradável.  Os funcionários são ótimos, principalmente o Jeferson,q foi o q tivemos mais contato muito atencioso e gentil, principalmente com meu filho de três anos. Super carinhoso.  Foi uma ótima escolha, a pousada é uma graça.  Só não dá pra ir andando para o centro principalmente para quem vai com criança. Só q isso não dificultou em nada o Uber é bem baratinho até lá.  Pelo menos não tem barulho igual as pousadas do centro. De carro fica bem pertinho de tudo.  Recomendo."
dez. de 2017,5,Prazer na hospedagem !,"O capricho e atenção aos detalhes é uma característica de destaque na Pousada Borô. O atendimento cordial desde a recepção, camareiras e cozinha (café da manhã) é marcante. A Eloisa e a Bere tem mãos de fada, não deixem de contratar o serviço de massagem e um banho aromático. Não poderia ter sido um local melhor para eu e minha esposa comemorarmos nossos 30 anos de casados !"
dez. de 2017,4,Atendimento individualizado e personalizado!!,"Ambiente acolhedor e familiar. Funcionarios simpáticos, prestativos, educativos e eficientes. Ótimo café da manhã, com acomodações amplas e confortáveis!! Faz falta alguma opção de lanche ou pequenas refeições durante o dia."
dez. de 2017,5,"Lugar lindo, tranquilo e feliz!","Ambiente tranquilo, muito bonito, limpo e organizado. A decoração e música de Natal no pátio deram um clima ainda melhor! Café da manhã muito bom, em local bonito e silencioso! Pessoal da recepção e moça do spa muito simpáticos e educados!"
dez. de 2017,5,"Pousada Borô, sua casa na serra gaúcha","Na pousada Borô a gentileza e atenção dos funcionários, aliados ao café da manhã farto, foram pontos de referência! Nossa referência da cidade sempre vai considerar a pousada. Com certeza será indicada para família e amigos."
dez. de 2017,5,Pousada super acolhedora,"Fomos muito bem recepcionados, bem informados no hotel das atrações da cidade. Apartamento confortável e bem dimensionada para família. Um ambiente muito tranquilo. Além de ser bem localizada perto do centro de Gramado."
dez. de 2017,4,Muito boa,"Atendimento cordial, instalações aconchegantes, ambiente limpo, excelente café da manhã.  bem localizada, a equipe sempre disposta a dar informações dos pontos turísticos e restaurantes....  Meus filhos adoraram o jardim e o espaço."
dez. de 2017,5,Pousada Excelente,"Uma pousada aconchegante, com um dos melhores atendimentos que ja tivemos em Gramado.  Quartos limpos, café delicioso e com variedades !!  Perfeito .  Os funcionários sao excelentes, desde a recepção a cozinha, fomos sempre bem atendidos em todos os nossos pedidos!!!!!  Agradeco a todos!!!"
dez. de 2017,5,Amei,"Estive em gramado com minha família e adoramos a pousada.  Apesar de ser um pouquinho distante do Centro, valeu a pena. Os funcionários super educados, café da manhã maravilhoso, limpeza impecável, chuveiro e torneiras com água quentinha.  Colocaram bercinho e banheira pro meu filho no quarto.    Adoramos e voltarem em breve!!!"
dez. de 2017,5,Maravilhosa,Ótima para quem busca aconchego e elegância! Linda demais! Atendentes maravilhosos e simpáticos! Sempre prestativos e esclareço dúvidas e indicando ótimos lugares! Excelente café da manhã com muitas opções!
dez. de 2017,5,Aconchegante,"Muito aconchegante, café da manhã bem diverso, pousada para famílias e para quem procura sossego em Gramado. Não é muito longe do centro, porém recomendo ir de carro até lá. Quarto muito bom, hotel bem conservado, atendimento bem qualificado e profissional. Voltaria lá mais vezes. O hotel oferece massagens no SPA mas não usufruí deste recurso. São pagos a parte."
dez. de 2017,5,Prezam e oferecem o melhor a sua clientela.,"Atendimento de todos os funcionários supremacia em excelência, sempre tentando e conseguindo dar o melhor! Café da manhã, supera qualquer ""café colonial"" pois a cada dia uma variedade e qualidade nos itens servidos. Limpeza e higiene do quartos, e roupas de cama e banho de ótima qualidade. Ofertado café da manhã em horário diferenciado visando atender passeio a ser realizado muito cedo, antes do horário normal do serviço."
dez. de 2017,5,Ótima opção,"Gostei muito da pousada. O quarto é espaçoso, a cama é muito boa, armários e espaço para bagagens bom, chuveiro ok. Excelente atendimento prestado pelos funcionários, especialmente pelo Jeferson, da recepção. Café da manhã sensacional."
dez. de 2017,5,Excelente!,"A pousada é simples mas bem aconchegante. O quarto que ficamos (quarto deluxe) foi suficiente para um casal com uma filha pequena. A cama é bem grande (king size), as roupas de cama são limpas e confortáveis, bem como as toalhas de banho, trocadas com frequência. O café da manhã é muito bom, com várias opções de doces. A parte salgada é básica, mas suficiente (frios, pães, pão de queijo, ovos mexidos, salsicha e uns salgados folheados). O pessoal é muito atencioso e simpático. A pousada é longe para ir a pé ao centro de Gramado, mas para nós que estávamos de carro é super bem localizada, entre Gramado e Canela (mais perto de Gramado). Como transitamos muito entre as duas cidades, foi ótimo! Super recomendo!"
dez. de 2017,5,Aconchegante,"Tudo muito limpo, muito bem cuidado, acomodações novas, lareira do quarto limpa e arrumada diariamente, café da manhã muito organizado, bem servido. Local perfeito para família com crianças. Quarto acomoda bem casal com dois ou três filhos."
dez. de 2017,4,Recanto tranquilo e aconchegante na serra,"Ficamos no apartamento família e foi tudo muito bom. Cama gostosa, banho bom, televisão nos dois quartos. Café da manhã bem gostoso, com bastante variedade. Pousada possui um jardim gostoso, com uma fonte e área gramada"
nov. de 2017,4,Muito Bom,"Estivemos durante uma semana na pousada e superou a expectativa, a cama confortável, café da manhã muito bom, ambiente bem acolhedor e voltaria novamente, só o que nao me deixava a vontade, era que tem uma regra de sempre que for sair do hotel , tem que deixar a chave do quarto na recepçao, nao gostava disso, no mais, foi tudo ótimo!"
nov. de 2017,4,Vasto café da manhã,"Recomendo essa pousada para quem vai à gramado e pretende alugar carro, pois não fica tão próximo ao centro da cidade para se deslocar a pé. Pousada bonita, com cama aconchegante, cafe da manha completo, funcionários cordiais e atenciosos e conta com um spa maravilhoso, onde eu pude desfrutar de uma massagem relaxante e o meu esposo, da terapêutica."
nov. de 2017,5,Dias muito agradáveis,"Pousada muito acolhedora, atendimento excelente, por parte de todos os funcionários, bem prestativos, dando dicas sobre a região, lugar bem confortável e lindo, tudo muito limpo, café da manhã muito gostoso"
nov. de 2017,5,Superou as expectativas,"Fui em família, acompanhada de minha mãe, tia e prima. Adoramos a Pousada e a prestação de serviço fornecida. Ambiente familiar, tranquilo, tudo muito limpo e organizado, café da manhã delicioso, camas confortáveis e o atendimento foi excelente. Desde a recepção até a cozinha, fomos muito bem atendidas por todos.  Em especial gostaríamos de destacar o atendimento prestado pelo funcionário Marco, que foi muito atencioso e prestativo."
nov. de 2017,4,Conforto e tranquilidade,"Muito legal a Pousada, localização ótima , lugar calmo , excelente café da manhã.  Redes para descanso na sombra, banheira na suíte , tudo estava bem legal.  Só poderia ter a opção algum lanche na pousada."
nov. de 2017,5,Ótima pousada!,"Ótima pousada, equipe super atenciosa e prestativa , tivemos um problema na reserva do quarto, mesmo o erro não sendo do hotel mas que depressa se prontificaram em resolver !Limpeza perfeita , café da manhã delicioso!"
nov. de 2017,5,Muito bom ambiente e atendimento.,"Gostamos muito. Atendimento atencioso e prestativo, café da manhã bem servido. Localização prática. Simples e aconchegante. Sentimos como estivéssemos em casa. Camas confortáveis e limpeza adequada. Pretendemos voltar se Deus permitir."
nov. de 2017,5,Excelente,"Maravilhosa, atendimento perfeito, carinhoso, agradável. Café da manhã espetacular. Funcionários maravilhosos, atendimento Personalizados 👍🏻 Jardim muito bem cuidado e tudo limpíssimo. Nota mil para a chef de cozinha e sua auxiliar"
nov. de 2017,4,Boa Pousada,"Boa pousada, ótimo café da manhã (café colonial com muitas opções de doces, sucos, pães, etc...), donos muito educados e simpáticos, mas é um pouco longe do centro e tem q pegar carro, só por isso não dei 5. Se voltasse procuraria uma pousada ou hotel no centro pois é onde estão as lojas e restaurantes."
nov. de 2017,5,Excelente,"Os quartos são cheirosos, com decoração de bom gosto e tudo muito novo, a cama é macia com várias opções de travesseiros, com lençol macio e fofo, o banheiro é amplo e muito limpo. O atendimento na recepção é espetacular. Local silencioso."
nov. de 2017,5,Viagem incrível,"Primeira vez em gramado e eu me apaixonei, voltarei novamente e talvez na mesma pousada!  A pousada Borô é deliciosa! Ótimo atendimento incluindo a recepção e as meninas do café, quarto lindo e sempre arrumado, com roupas de cama sempre trocados e limpos! O café da manhã é maravilhoso, não havendo necessidade de sair da pousada para conhecer um Café colonial da cidade!  AMAMOS!"
nov. de 2017,5,Ótima localização e atendimento,"Pousada bem localizada e de fácil acesso ao centro de Gramado. Detalhe especial para limpeza e organização das dependências. Poderia melhorar os espaços para estacionamento, mas não compromete. Limpeza no nosso quarto OK. Café da manhã impecável, tudo saboroso e com atendimento nota 10. Opção de Spa day (vale para os não hóspedes também) fomos muito bem atendidos. Recomendo!"
nov. de 2017,5,Cordiais e aconchegante,Passamos dias felizes foram hospitaleiros é muito atenciosos! A cama é maravilhosa daquelas q dormem a família toda! Fomos com duas crianças pequenas e todos os detalhes para nosso conforto como berço e banheira foram providenciados antes da chegada! Café da manhã com doces deliciosos! A pousada tem fácil acesso ao centro e a Canela gostei muito dessa tranquilidade na localização! Só a agradecer e ano que vem voltaremos!
nov. de 2017,5,Ótima,"Fui com minha esposa e filha de 1 ano. Foi ótimo!!  Quarto espaçoso e preparado para nossa filha, com berço.  Funcionários atenciosos, nos dando dicas das cidades e onde comer.  Café da manhã muito bom, com boa variedade de opções."
nov. de 2017,5,Excelente!,"Pousada muito limpa, café da manhã muito bom, atendimento na recepção de melhor qualidade, funcionários educados e solícitos. Para ir ao centro de Gramado, é necessário algum tipo de meio de transporte, carro, ônibus,Uber ou algo assim. Não temos do que reclamar. Voltaríamos com certeza."
nov. de 2017,5,Pousada maravilhosa,"Nós fizemos a reserva sem nenhuma indicação,primeiro foi distância do centro e depois preço,mais para nossa surpresa somos supreendidos com uma pousada estilo nossa casa com muita simpatia que vai da recepção passando elo apoio até os proprietários que tivemos o prazer de conhecê-los o café e muito bom.  Parabéns !!!!"
nov. de 2017,4,excelente hospedagem,"Achamos o quarto limpo, espaçoso, confortável, ideal para a família. Ficamos em 3 adultos e 2 crianças pequenas. Precisa de carro pq não dá para fazer nada a pé do hotel. Ambiente tranquilo e muito agradável."
nov. de 2017,5,Show,"Viagem Maravilhosa , pousada nota 1000 .atendimento nota 1000, quartos limpo , café maravilhoso, só elogios. voltarei com certeza , funcionarios nota 1000 . adoramos . gramado nos aguarde . em breve otimo."
nov. de 2017,5,Superou,"Adorei. Superou minhas expectativas. Uma sugestão é ter um informativo dis serviços, pois souve depois que uma massagem feita lá é top. Farei numa próxima vez. O café da manhã é muito bom e a vista do quarto é deliciosa."
out. de 2017,5,Excelente!,"Adoramos a pousada, foi uma viagem de 5 dias com marido, filho de 9 anos e amigos. Super aconchegante e muita limpa. Café da manhã excelente, todos os funcionários simpáticos e prestativos. Com certeza voltaremos!"
out. de 2017,4,hospedagem,Fizemos um passeio e não puderam nos servir um café com pao com manteiga . Todos os hotéis do restante do grupo haviam servido um pequeno café pros seus hospedes . Isso foi ruim pois fomos comer somente umas 11 hs da manha
out. de 2017,4,Pousada e quarto muito bonitos e confortáveis...,"O maior destaque acho que seja o café da manhã, muitas opções e tudo extremamente gostoso, a vista das mesas para o jardim também torna o momento ainda mais agradável...  O quarto é muito bonito, confortável e limpo... escolhemos a opção do quarto com hidromassagem, tivemos um problema em um dos dias, a água não estava aquecida, chamamos a equipe que prontamente tentou resolver, mas tivemos de esperar por cerca de uma hora para que a água voltasse a aquecer, pois, dependia do sistema voltar ao normal.  Mesmo assim voltaria a me hospedar nesta pousada, avaliamos que o ambiente e bom atendimento superaram este imprevisto. Recomendo!"
out. de 2017,4,Muito acolhedor,"Pousada gostosa com atendimento excepcional!!! Todos funcionários muito simpáticos , solícitos e disponíveis. A pousada possui parceria com vários restaurantes agilizando a parte de transfer a noite. Bom café da manhã e quartos amplos, todos com calefação, banho ótimo! Nota 10 para o Marco que foi nosso guia durante a temporada! Com certeza ele foi responsável pela nossa estadia ter sido perfeita! Obrigada Marco Puuuuuullllllllhhhhhh!!!!😀😀😀"
out. de 2017,5,Excelente! Superou as expectativas!,"O preço é justo, os quartos ótimos, muito bem limpos e arrumados. O Café da manhã é excelente! Ficamos três dias na pousada e todas as manhãs eram oferecidos diferentes opções e todas muito gostosas! Atendimento na medida, muito educados e prestativos. Temos lembranças ótimas da pousada! Recomendo e voltaremos, com certeza!"
out. de 2017,5,Excelente,"Tudo ótimo, se optarem pela Borô tenho certeza que terão uma viagem mais do que maravilhosa. Lugar super aconchegante, com pessoas maravilhosas e ambiente incrível. Vale muito a pena conhecer. Fica a dica"
out. de 2017,5,Muito Bom!,"Um lugar excelente, muito tranquilo e hospitaleiro. Sem falar no preço bem acessível. O café da manhã foi um dos melhores que já encontrei em viagens. Com certeza recomendo, seja para viagens a negócios ou lazer."
