Data da opinião,Nota,Título,Conteúdo
dez. de 2018,5,Divinoooooo,"Excelente escolha para lua de mel. Fomos muito bem recebidos, o café da manhã foi excelente. O tratamento de todos os funcionários é bem acolhedor. O clima romântico era exatamente o q buscávamos. Além de ter a localizada ideal para quem busca sossego, e ao mesmo tempo ter fácil acesso a ao centro."
dez. de 2018,5,Excelente Hotel!!,"Hotel com excelente atendimento, atenção nos detalhes ao cliente. Quartos muito bons! Bom café da manhã. A equipe é muito disposta a ajudar e foram todos muito simpáticos. Localização próximo ao lago negro."
dez. de 2018,5,Super indico,"Hotel novo, limpeza nota 10, ótimo atendimento! Dá para perceber nos pequenos detalhes o carinho aos hóspedes . Como tinha disponibilidade, nos foi permitido o check-out após o horário sem custo adicional!!! Voltarei!!!"
dez. de 2018,5,Hotel excelente,"Hotel familiar, muito aconchegante, com instalações novas e tudo muito limpinho. Café da manhã maravilhoso e funcionários sempre muito prestativos e simpáticos. Ótima localização. Voltaremos com certeza."
dez. de 2018,5,Maravilhoso,"Hotel maravilhoso, café da manhã ótimo, chuveiro delicioso, quarto espaçoso, atendimento excelente, funcionários super atenciosos! O hotel e novo, bem limpo, cama muito boa! Não é tão perto do centro, andando da uns 15 a 20min! Voltaria fácil para esse hotel, super indico"
dez. de 2018,5,Melhor hotel que ficamos até hoje,"O hotel está de parabéns. Ele, além de novo, limpo e silencioso, os funcionários são maravilhosos e deixam os hóspedes muito à vontade. Não queria mais ir embora. Camas enormes e mega confortáveis. Super recomendo!!!!"
dez. de 2018,5,Excelente estadia!!!!,"Hotel excelente! Quarto era muito confortável, espaçoso e limpo!!O café da manhã estava impecável! As amenidades do quarto e os docinhos surpreenderam! Fomos muito bem atendidos pelos funcionários do hotel.Recepcionistas eram muito educados.Hotel muito bonito e a decoração sofisticada! Apesar de não estar localizado nas ruas principais, como estavamos de carro, não tivemos problema nenhum quanto anlocalização, pois é perto do centro.Recomendo com certeza!!Super recomendo!"
dez. de 2018,5,Hotel perfeito,"O café da manhã é variado e muito saboroso. A localização é muito boa, os quartos e banheiros limpos e muito agradáveis. Apenas o wi-fi que não funcionava muito bem, porém o sinal de celular também não funcionava muito bem no quarto, apenas na recepção."
dez. de 2018,5,Hotel delicioso com equipe muito prestativa,"Estivemos em gramado e escolhemos esse hotel por receber meus dois filhos. O quarto estava todo arrumado para os meninos, com bercinho, cobertor, banheira e mimos para todos. Café da manhã delicioso, tudo muito fresco e gostoso. Equipe da Recepcao e do restaurante muito prestativa. Adoramos!"
dez. de 2018,5,Hotel novo com atendimento excelente,"Reservamos o hotel e entrei em contato previamente para ver se conseguiriam nos atender pois meu filho tem alergia a proteína do leite de vaca e eu sou vegetariana. De prontidão o concierge entrou em contato comigo para pegar detalhes do tipo de alimentação e falaram que conseguiriam fazer algumas coisas. Chegando no hotel fomos extremamente bem recebidos, o chef Gustavo conversou conosco e mostrou as opções que tinha pensado em fazer, sempre criativas e muito bem feitas. Ficamos muito felizes com o atendimento, foram sempre prestativos e solícitos, além de muito amigáveis. O garçom Ramiro sempre nos atendia nos cafés da manhã e já sabia de tudo para nós atender da melhor maneira possível. O quarto é bem novinho e o hotel pequeno realmente é um hotel boutique pelo atendimento que tivemos. Já temos nosso hotel para próximas estadias em Gramado. Meu filho adorou o hotel e toda a equipe! Conseguimos ter umas férias memoráveis graças a dedicação e existência desse hotel!"
dez. de 2018,5,excelente hotel,"Excelente hotel, porém com sério problema de acústica....Houve-se os outros quartos e a recepção.Cama confortável. Café da manhã muito bom!Próximo ao Lago Negro. Numa caminhada de 15min chega-se ao centro."
dez. de 2018,5,Atendimento impecável,"Há muito tempo não via uma preocupação com os hóspedes como foi lá. Tivemos problemas com a reserva em outro hotel e quando chegamos e explicamos o ocorrido, o recepcionista da noite fez de tudo para nos ajudar e acomodar as duas famílias na noite em que chegamos e no dia seguinte o gerente e equipe também fizeram uma força tarefa para confirmar todos os quartos e conseguiram nos acomodar da melhor maneir possível. Além disso, todos muito atenciosos e prestativos. O concierge muito bom e também nos deu dicas ótimas de passeio. Quartos muito bons e limpos...Super recomendo..."
dez. de 2018,5,Encanto com Sofisticação,"Fomos recebidos com sorriso no rosto, servidos por pessoas felizes!! O que contagia o clima da viagem positivamente! O nosso filho de 4 patas foi tão bem tratado quanto os nossos filhos humanos!!! Um luxo o cantinho pra ele no quarto, caminha, potinhos! Muito especial!!! O café da manhã chegava ser uma palhaçada de tão espetacular!!! Meu filho de oito anos falou... amanhã vamos acordar as 07 tomar café e depois voltamos as 10 pra comer de novo de tão gostoso que tudo é!!! Com certeza indico e voltarei!!!"
dez. de 2018,5,excelente,"Atendimento, solicitude, ambiente, café da manhã, limpeza, localização do hotel, proximidade com o centro da cidade, decoração, todos itens que foram por mim muito bem avaliados. voltaria a me hospedar com certeza em possível próxima viagem."
dez. de 2018,5,Excelente Acolhida,"Me surpreendi que todos atendentes sabiam tudo sobre nossas solicitações, pois trocamos de quarto e todos nos atenderam muito bem, quartos aconchegantes e suprindo necessidades. Hotel novo com otima estrutura"
dez. de 2018,5,Muito bom!!!,"O hotel é bem limpo e organizado e o staff super simpatico e atencioso. O quarto é confortável e o banheiro bom, também.  Algumas coisas que adorei do hotel foram que: todas as noites eles deixavam doces e frutas no quarto como brinde aos hospedes, achei muito atencioso (e gostoso) e também que o pessoal da recepção levava e buscava os carros para/do estacionamento.  O cafe da manha também é gostoso e organizado."
dez. de 2018,5,Excelência,"Ficamos apenas dois dias no Hotel, uma pena, pois saímos encantados com o serviço prestado. Colaboradores muito atenciosos e educados o tempo todo nos auxiliando quando precisávamos. Localização ótima em uma região central tranquila. Recebemos cortesias no quarto (frutas, chás e uns docinhos de doce de leite) e no checkout para viagem de retorno (água mineral e maçã). Café da manhã divino. Podem reservar sem medo e desfrutem."
dez. de 2018,5,Melhor escolha !,"Hotel novinho, atendimento perfeito, quarto muito limpo e extremamente confortável, com cama grande, roupas de cama e toalhas impecáveis, chuveiro excelente.  O café da manhã é um show à parte, possui enorme variedade com muita qualidade, omeletes e tapiocas feitos na hora.  Todos os dias, recebemos mimos no quartos.  Amamos o hotel e com certeza voltaremos mais vezes e indicaremos a amigos e familiares."
nov. de 2018,5,Excelente,"Excelente hotel. Funcionários muito educados e atenciosos. Arrumação e limpeza do quarto impecável. Wi-fi muito bom. Café da manhã completo. Excelente sistema de calefação. Enfim, não há nada para criticar."
nov. de 2018,5,Pet friendly,"Hotel ótimo, bem localizado, acomodações amplas e muito limpas.Aceita animais de estimação.Restaurante muito bom e café da manhã com muitas variedades.Funcionarios muito atenciosos e prontos para atender qualquer pedido."
nov. de 2018,5,Excelente hotel!,Delícia de hotel. Atendimento excelente. Pessoas educadas e bem humoradas para nos recepcionar e cuidar. Ainda tem sala de jogos com PlayStation e Fifa 18! Meu filho de 7 anos amou! Agora só quer hotel com PlayStation!! Amamos a decoração de Natal! Amamos tudo!
nov. de 2018,5,Adoramos custo beneficio,Hotel muito novo quartos excelentes e café da manhã bem servido e grande variedade!!! Funcionários muito bem treinados atenciosos e educados  Não estão no centrinho mas muito perto pra ir de carro numa boa!!! Voltaremos!!!
nov. de 2018,5,um luxo,"Um hotel aconchegante, lindo, atendimento cortês, e um café da manhã de enlouquecer, de tanta variedade! Variedade de tortas! Impossível tomar só um ""cafezinho'!  E os mimos que econtrávamos todos os dias no nosso quarto? Cama ampla e muito confortável, banheiro amplo e com chuveiro forte.  A decoração do hotel para o Natal estava linda!"
nov. de 2018,5,Top Top Top,"Da recepçao a cozinha, tudo muito bem cuidado, sem contar a atenção dos funcionarios, os mimos, as duvidas sobre a cidade, o mapa que o hotel disponibiliza, com certeza vale a pena se hospedar, e o melhor e tudo é petfriendly. Boa localizaçao, tudo perfeito"
nov. de 2018,5,Lindo!,"O hotel é muito bonito tanto na parte interna como na externa. A cama é enorme e muito confortável. O banho muito bom também. Eles oferecem frutas como cortesia no quartos. Tudo muito limpo, equipe atenciosa e prestativa, café da manhã variado e gostoso. O local em q o hotel fica é afastado do centro da cidade, mas com muita natureza em seu entorno, tem espaços para ficar curtindo o dia."
nov. de 2018,5,ATENDIMENTO 100%,"Uma cordialidade que é rara de ser ver. Simplesmente TODOS da equipe tem um carinho enorme pelo lugar e pelos hóspedes. Se sente muito de um lugar pelo atendimento, e neste caso o Hotel pode dar um aula para muitos. Estão de parabéns. Para quem aprecia um bom café da manhã eles tem um dos melhores que vi. Alimentos frescos, agrada quem gosta de algo mais leve (como omelete e suco verde, uma infinidade de pães diferenciados, pães de queijo..... enfim, para realmente se sentir um rei ou rainha. Limpeza 100%, vista maravilhosa da área comum para tomar um espumante ou fazer um lanche. Posso levar todos para casa? hahaha! Muito obrigada, continuem nesta vibe maravilhosa!"
nov. de 2018,5,"Espetacular, fantástico! Super indico.","Nota 100000000000000000000000000000Amamos o hotel, o atendimento, as pessoas, o lugar, comida, tudo lindo e perfeito.Voltaremos sempre.Que o Refúgio da Montanha tenha muito sucesso.Super indico. Quem quiser viver momentos lindos e inesquecíveis, se hospedem no Refúgio da Montanha. Localização perfeita.Agradecemos por toda a atenção e cordialidade."
nov. de 2018,5,Incrível,"Atendimento de excelente qualidade, os prestadores de serviços do hotel são pessoas maravilhosas, estão sempre a prontidão para lhe atender. Café da malha delicioso, com variedades de pães, frios, queijos, sucos, iorguts, frutas secas, salgadinhos, etc.Quarto ampl e moderno com cana king, frigobar, cofre, e frutas de boas vindas. Fora os bombons e cartões que recebemos diariamente pelas camareiras, perfeito.Eu, meu amor, e meu dog, amamos a viagem, foram dias incríveis e inesquecíveis. Parabéns à toda equipe do Hotel."
nov. de 2018,5,Ótimo hotel,"òtima recepção desde o momento que chegamos, quarto super aconchegante, cama confortável, instalações ótimas e limpas, funcionários educados. Boa localização, próxima ao centro e bem perto do lafo negro."
nov. de 2018,5,Hotel maravilhoso,"O hotel é fantástico. Eles prezam pelo bom atendimento. Café da manhã excelente, equipe prestativa, sem contar os mimos que são deixados diariamente no quarto. Com certeza absoluta retornaremos e recomendaremos aos amigos."
out. de 2018,5,Sensacionalllllllll,"Sem dúvidas um hotel excelente, atendimento de alta qualidade, café da manhã variado, concierge muito atencioso, decoração do quarto lindo. Possui estacionamento gratuito com manobrista. Equipe de garçons e recepção muito educados, rápidos e simpáticos.  Foi sem dúvidas a melhor escolha.  Ah e não podia deixar de citar os agrados diários, pois tds os dias deixaram doces, cartões indicando a previsão do tempo e outro cartão com mensagens muitos bonitas.  Excelente para casais, não tem como não gostar."
out. de 2018,5,Excelente opção de hospedagem em Gramado!,"O hotel está localizado próximo ao centro da cidade, porém em uma rua muito tranquila, o que permite desfrutar de um sono reparador.  Os quartos são amplos e confortáveis.  A limpeza das acomodações e das áreas comuns é excelente.  O café da manhã é ótimo, com boa variedade de pães, frios, tortas e bolos que agradam a todos os paladares. As bebidas também são de excelente qualidade, incluido-se café, leite, achocolatado, chás e sucos naturais frescos.  O atendimento também é motivo de destaque, com um corpo de colaboradores bem treinados, que também são muito educados e prestativos.  A garagem comporta os veículos dos hóspedes com segurança e praticidade, sendo coberta e podendo ser acessada pelo elevador.  O hóspede pode decidir se quer estacionar e retirar seu veículo a cada chegada ou saída ou deixar por conta dos manobristas.  Enfim, após quatro dias usufruindo da estrutura, não observei sequer um ponto negativo, pelo que parabenizo a administração do hotel e sua brilhante equipe de colaboradores."
out. de 2018,5,Ótima opção em Gramado,"Adoramos o hotel, decoração agradável, café da manhã delicioso, equipe super atenciosa.  O quarto excelente, vista para a mata, cama deliciosa (vários travesseiros ). A única ressalva seria sobre a acústica dos quartos, ficamos no terceiro andar e ouvíamos tudo que acontecia no quarto do andar superior. Tirando isso, nota 10!"
out. de 2018,5,Hotel delicioso!!!,"A equipe é o destaque do Hotel, são todos muito atenciosos, disponíveis e preocupados com o bem-estar do hóspede. Demais itens como Cama, Quarto, Banheiro, Lounge, Café da manhã todos muito bons. Embora o estacionamento seja pequeno para lotação do hotel, você tem a disposição o serviço, muito bem prestado, de manobrista. Certamente indico o Hotel, parabenizo e agradeço à equipe pela estadia."
out. de 2018,5,Serviço nota 10,"O hotel é muito aconchegante e bem localizado. Os serviços são impecáveis, todos muito solícitos e fazem a estadia ser perfeita ! Voltarei com certeza. O café da manhã é excelente. A decoração é linda."
out. de 2018,5,Excelente!,"O Hotel é novinho, muito confortável e tem ótima localização. Os quartos são limpos, espaçosos e bem arrumados.. Tem um café da manhã muito bom e os funcionários são bastante atenciosos.Recomendo!!!"
out. de 2018,5,Moderno e aconchegante,"Com uma excelente localização (próximo ao pórtico de entrada da cidade), este hotel tem um ar moderno e super aconchegante. Funcionários muito atenciosos e um café da manhã farto e delicioso. Os quartos são excelentes!"
out. de 2018,5,Excelente!,"Tivemos uma breve passagem pelo hotel, mas desde a reserva da hospedagem, confirmação alguns dias antes e recepção no final de semana, mostram que ele é ""5 estrelas"". Trata-se de uma edificação nova (menos de 2 anos) feita sob um olhar mto interessante, tiraram o melhor do relevo, fazendo o hotel encostado a montanha, o que deve ter contribuído com seu nome ""Refúgio da Montanha"". Recepção com cafezinho ou espumante, lindos quartos, amplos e bem mobiliados, disponibilizam roupões, chinelos...tudo para nosso aconchego! Delicioso café da manhã, e no checkout você recebe frutas e água para o lanche de retorno! Surpresas que arrancam sorrisos de quem visita a bela Serra Gaúcha! Recebem pets😄 e super recomendo para quem busca um local romantico e lua de Mel!"
out. de 2018,5,Hotel excelente,"Adoramos o hotel, atendimento excelente, quarto e limpeza impecáveis, café da manhã maravilhoso, com certeza voltaremos!! A localização também é ótima. Instalações super novas e modernas e para quem quer surprender, dispõem de excelentes pacotes adicionais!!!"
out. de 2018,5,Experiência imperdível,"Pessoas gentis, amor aos animais, em um espaço confortável, sofisticado mas sem perder todo carinho e romantismo da cidade. Notem no atendimento especial e nos mimos de boa noite, são feitos com muito amor!"
out. de 2018,5,Excelente,"Excelente hotel, ótima localização, funcionários muito simpáticos! Café da manhã maravilhoso... vale a pena mesmo, é tudo bom demais além de ter uma decoração IMPECÁVEL! Com certeza um dos  melhores de Gramado-RS"
out. de 2018,5,Excelente!,"Hotel novo, com uma ótima localização e próximo de alguns pontos turísticos. Estrutura moderna, quartos aconchegantes, recepção maravilhosa e uma decoração linda! Fiquei muito satisfeita com a minha hospedagem e espero voltar em breve."
out. de 2018,5,Excelente!,"Estrutura completa e atendimento atencioso e cordial. O quarto era grande, limpo e arrumado. Cama grande e confortável, aparelhos de ar, frigobar e tv em perfeitas condições. Banheiro grande, com chuveiro com bastante vazão de água. Comida gostosa (usei serviço de café da manhã e pedi jantar no quarto) e até personalizável. Academia interna simples, mas completa, incluindo sala de jogos. Funcionários sempre solícitos e muito educados. Todas as manhãs quando ia sair, um deles deixava o carro pronto. A tarde, ao chegar, descobria uma cortesia, como uma fruta ou um doce. Não se mais o que dizer para recomendar este hotel. Me hospedaria novamente, sem dúvida."
out. de 2018,5,LUGAR PERFEITO,"Funcionários educados e prestativos. Tudo de ótima qualidade. Lugar perfeito, romântico e luxuoso. Muito aconchegante e perfeito pra descansar e desfrutar de um bom vinho. Ótimo custo benefício, muito justo."
out. de 2018,5,PERFEITO!!!,"Atendimento, estrutura, localização tudo perfeito. Só temos elogios. Se formos pra Gramado, ficaremos aí todas as vezes. Indico para todo mundo.E ainda aceita pets!!! Na próxima Margot vai com a gente. Obrigada por tudo.Beijos"
out. de 2018,5,Hotel muito bom!,"Hotel custo x beneficio, excelente. Ao menos para a época em que la estivemos, set/out-18. Atendimento excepcional, hotel limpo, asseado e localização muito boa tbem. Não é bem central mas o que tbem é bom para vc curtir a privacidade e caminhar um pouco (desde que não chova, hehehe)"
out. de 2018,5,Estádia perfeita!,"Hotel muito aconchegante com pessoas muito receptivas e simpáticas, café da manhã com muitas opções no período que me hospedei teve show com jantar. Vale muito a visita hotel perfeito. Manobrista 24H faz muito a diferença."
out. de 2018,5,Fantastico,"Exceleente localização, excelente atendimento, da chegada ate´o check out. LImpeza do quarto e o carinho dos funcinarios, tudo excelente. AH... e ainda tem o café da manhã.... Só inda lá para conferir."
out. de 2018,5,Perfeito,"Excelente hotel, tanto em estrutura física quanto no serviço prestado. Quarto em tamanho adequado e sempre limpo. O café da manhã é ótimo. Funcionários atenciosos e prestativos. Menção especial para a Laís, concierge do hotel, que nos atendeu com muita gentileza. Hospedagem garantida para a próxima vez! Além disso, Gramado é um espetáculo!"
out. de 2018,4,Agradável,"O hotel é agradável, grande e novo. Os quartos são espaçosos. Aceitam pets, o que o diferencia dos demais de Gramado. Localizado num local mais tranquilo, mas próximo do centro. O estacionamento é pequeno mas há manobrista. Vale a pena dar uma chance."
out. de 2018,4,Bonito e confortável,"Em especial o atendimento do pessoal da recepção, não menos atenciosos os demais funcionários. Bem conservado e atual o hotel, limpo e com calegação excelente. Situado perto do centro mas quem tem pressa recomendo uma condução. O quarto excelente, apesar de eu ter utilizado uma suíte, enorme lareira no salão de entrada e os itens que solicitei fora da diária ou seja, um feliz aniversário, foram totalmente satisfeitos."
set. de 2018,5,Ótima opção de hotel para família.,"Excelente, tudo novo, pessoal extremamente educado e café da manhã perfeito. Viagem em família 6 pessoas. 3 quartos. Próximo ao lago negro. Quando acenderam a lareira do hall o cheiro ficou forte de fumaça até a porta do quarto."
set. de 2018,5,Ótimo hotel,"Hotel bem localizado, quartos com vista da cidade, funcionários bem educados e atenciosos durante toda a hospedagem. Apartamento limpo, café da manhã bem servido com muita fruta e comidas típicas do local"
set. de 2018,5,Maravilhoso! Nunca estive em um hotel onde recebi tanta atenção. Recebemos muitos mimos! Muito bom!,"Fomos muito bem recepcionados, obtivemos muita atenção dos funcionários para saber se teríamos alguma restrição alimentar, ou se estaríamos comemorando alguma data especial, docinhos ou chocolates sobre a cama, frutas e ao fazer check out, ainda recebemos um kit de boa viagem! Muito legal! Muito atenciosos! Super indico!"
set. de 2018,5,Achei tudo incrível!,"O hotel é encantador, possui funcionários muito bons e carismáticos! Adorei cada detalhe do ambiente do hotel, do quarto e o café da manhã é maravilhoso, possui muitas opções!! Vale muito a pena conhecer o Refúgio da Montanha!"
set. de 2018,5,"Hotel maravilhoso, funcionários excelentes !","O hotel é maravilhoso, funcionários super carismáticos e atenciosos, quarto super confortável (ficamos em uma suíte) mas não gostamos da banheira, pois são aquelas de ficar sentados, muito desconfortável, então acho mais interessante ficar em quartos mais simples e aproveitar o restante do hotel."
set. de 2018,5,Serviço impecável,"Staff muito bem treinado, varios mimos aos hóspedes, hotel lindo, limpissimo, bem decorado, confortável e super bem localizado. Preço justo se considerarmos a excelente qualidade dos serviços. Recomendo muito"
set. de 2018,3,"Ótimo ""mas""....","Hospedagem com familiares.  Hotel muito limpo, atendimento dos funcionários excelente.  Café da manhã bem gostoso e farto.    Pontos negativos:    A qualidade do sinal do Wi-Fi e a internet são ridículos, lento, sempre perde a conexão. Péssimo mesmo.    Não se hospede embaixo do 4 andar, o terceiro no caso, casais em lua de mel ficam no 4 andar, vc vai se sentir no ""sexy hot""....  Mas viva o amor..."
set. de 2018,5,Sua pesquisa termina aqui!!!,"Nem precisa mais pesquisar por outros hotéis... esse foi um dos melhores que já fiquei. Atendimento espetacular, acomodações impecáveis, café da manhã maravilhoso. Volto ainda esse ano pro Natal, a cidade é linda! um pedaço da Europa no Brasil"
set. de 2018,5,Maravilhoso,"Adoramos o hotel por completo. Atendimento, cuidado, ambiente e decoração. Voltaremos sem duvida.Localização boa também. Aquele hotel pequeno e bem estiloso.Ficamos no quarto que possuía varanda e recomendo."
set. de 2018,5,Perfeito.,"Fiquei muito feliz com a recepção do hotel, foi uma experiência inesquecível. Passei o final de semana na suite master pra comemorar o aniversário da minha namora, que por ventura era no mesmo final de semana do festival de cinema. Estou muito satisfeito!"
set. de 2018,5,Ótima opção,"Hotel novo, ótimo atendimento. Quarto confortável, piso do banheiro aquecido. Café da manhã variado, com excelentes opções. Próximo a várias atrações de Gramado. Funcionários preocupados em atender bem."
set. de 2018,5,Ótima opção,"Ótima opção em Gramado, novo, roupas de cama de primeira, isolamento acústico, calefação, quarto amplo, limpeza muito boa, funcionários muito prestativos e café da manhã muito bom, com certeza retornaria!!!"
set. de 2018,5,Excelente opção em Gramado.,"Fomoa muito bem recebidos, o atendimento é maravilhoso. O quarto era lindo, limpo, com cama espaçosa e confortável. Calefação boa. O café da manhã tinha diversas opções, tudo muito saboroso. Excelente escolha em Gramado."
set. de 2018,5,Lua de Mel,"Minha primeira viagem a Gramado fiquei encantado com o lugar, o atendimento no hotel foi nota 1000 super indico pessoal educado e super prestativo. Um verdadeiro hotel 5 estrelas estão de parabéns local limpo e de fácil acesso"
set. de 2018,5,Superando as expectativas,"Desde de a recepeção até o check-out o atendimento foi expetacular! Atendimento impecável do começo ao fim! O hotel é bem localizado, a estrutura é excelente e o atendimento foi perfeito. Eu e minha esposa com certeza voltaremos!"
set. de 2018,5,Super indico,"O hotel é muito lindo, bem aconchegante. O atendimento é excelente. O café da manhã tem bastante variedades e é uma delícia! Os quartos são impecáveis, tudo limpo e organizado. Tem tudo que precisamos. A localização é boa. Super indico, valeu a pena!"
set. de 2018,5,Me hospedei com minha esposa neste hotel de 15 a 23/08/2018 e foi um experiência muito agradável,"Funcionários muito atenciosos, acomodações excelentes, um ótimo café da manhã e uma localização próxima a vários pontos turísticos de Gramado.  Ajuda na contratação de passeios com melhor custo.  Dicas para compras. Fomos a Farroupilha que fica a aproximadamente 90 minutos de Gramado onde os preço são atrativos"
set. de 2018,5,APAIXONANTE,"Estamos encantados com o hotel, é tudo cuidadosamente pensando, os mínimos detalhes, tudo para nos sentirmos confortáveis! E realmente nos sentimos. Super acolhidos e bem cuidados. O hotel é charmoso, limpeza impecável, estrutura muito boa e o conforto nem se fala!  Foi um prazer compartilhar essa experiência com o @florescerporairs amamos tudinho e sempre que der voltaremos ♥️"
set. de 2018,5,Impecável 😍❤,"Impecável, atendimento nota 10, boa localização , quartos muito bem aquecidos e aconchegantes, café da manhã variado e bem servido. Internet funcionando bem no hotel , serviço de quarto e gentilezas nem se fala. Super recomendo!!!!"
set. de 2018,5,Excelente Hotel,"Gostei muito do atendimento, todos muito gentis, café da manhã gostoso, cama gostosa, fomos muito mimados no Hotel, desde a hora que chegamos até a hora de irmos embora, e adoramos. Fui com minha família e pretendo voltar em breve. Boa localização."
set. de 2018,5,Excelente atendimento!,"Estive no Hotel para fazer um curso. As instalações são muito boas, o hotel é novo e lindo. O hall é espaçoso, tem diversos espaços para curtir, um deles com uma lareira enorme e super aconchegante. Possui academia, relativamente pequena, mas com todos os equipamentos. Não possui piscina, uma pena. Destaque total para o excelente atendimento e para o café da manhã, que de tão maravilhoso parece um banquete! Também ganha pontos por ser Pet Friendly!"
set. de 2018,5,Excepcional!,"Hotel excelente que preza o conforto e cuidado com seus hóspedes.Funcionários educados, quarto sempre bem arrumado e café da manhã farto.Quem o escolher não se arrependerá.Somente algumas coisas são caras, por exemplo, água, sucos, chocolates, mas tudo dentro da faixa de preço da região. Aconselho comprar esse tipo de produto no mercado Nacional que fica próximo à rua Borges de Medereiros."
set. de 2018,4,MUITO BOM E A CONCHEGANTE,"Gostei muito do hotel, funcionários atenciosos e prestativos, restaurante bem variado e a vontade, café da manhã excelente, quarto muito confortável e aconchegante. localização muito boa, perto do centro e de outros locais destinados a turismo e visitação."
set. de 2018,5,Um Sonho,Ao final da tarde éramos surpreendidos com docinhos e frutas no quarto. Tudo muito fofo!!!Hotel com excelente estrutura. Localização privilegiada. Funcionários muito atenciosos. Hotel novinho. Café da manhã esplêndido.
set. de 2018,5,Excelente!,"Super recomendo! Atendimento e quartos incríveis. Super limpo e organizado, ambiente harmonioso. Recomendo a suíte master, em específico o apartamento 301. Café da manhã amplo e variado. Simplesmente excelente"
set. de 2018,5,Surpreendente,"a nossa avaliação são as melhores.desde a recepção até as nossas acomodações.agradeço a todos os colaboradores por nos proporcionar dias inesquecíveis.o jantar, no dia que chegamos, foi nos oferecido um excelente vinho.o café da manhã esplendido... muito bommuito grato"
set. de 2018,5,Impecável!,"Fora a decoração aconchegante e de muito bom gosto em todas as partes do hotel, os funcionários são de uma educação fantástica! Se preocupam super com os hóspedes e dão vários mimos! Voltaria mil vezes 💙"
set. de 2018,5,Feriado,"Bem localizado ,funcionários atenciosos , solicitos e prestativos sempre dispostos a ajudar . quartos todos em ótimo estado novos , café da manha bom preço justo estacionamento gratuito e tb internet de boa qualidade ,"
set. de 2018,5,Experiência maravilhosa!,"Hotel novíssimo, tudo limpo, café da manhã com grande variedade e muito gostoso!  Além disso, toda a equipe é super atenciosa, não tem o que reclamar. Todos os dias ganhamos docinhos na cama e no checkout ainda recebemos um kit viagem com água e frutas!"
set. de 2018,5,Conforto e Aconchego,"Gostei de ser Pet Friendly, nosso Pet recebeu todos os mimos de hóspede. Hotel novo, confortável, aconchegante e bonito. Opção de restaurante boas, porém somente para a Janta. Localização longe do Centro, mas gostei mesmo assim pela beleza e tranquilidade. Equipe atenciosa."
set. de 2018,5,Hospedagem Espetácular!,"Melhor hotel disparado q já ficamos em Gramado das 4 vezes q visitamos a cidade!!! Nos hospedamos por quase uma semana, em 4 adultos e uma criança, e saímos do hotel ontem... Foi tudo excepcional, desde o serviço prestado pelos funcionários extremamente prestativos e atenciosos até a estrutura física do hotel. As acomodações são bonitas, funcionais e confortáveis, com piso frio (o que nos agradou muito pela higiene) tudo novinho e super limpo e um sistema de calefação impecável num friozinho externo de 10°C... Chama a atenção a limpeza e elegância dos banheiros do hotel, além da ducha deliciosa do banheiro do quarto... A recepção é linda, com decoração muito chique e móveis de alto padrão. Mas, o que mais nos impressionou foi o café da manhã... com uma variedade excepcional e comida de muita qualidade todos os dias... (em nossa opinião, muito superior até mesmo que um café colonial famoso e tido como um dos melhores e mais tradicionais de Gramado que provamos num outro estabelecimento e nos arrependemos de não termos ficado pra tomar o café da manhã no hotel). A indicação de restaurante pra fondue q pegamos com o Clayton e o Fabiano na recepção do hotel adoramos e recomendamos: o Belle Du Valais! Enfim, muito obrigado a toda a equipe do hotel q nos proporcionou uma experiência inesquecível! Parabéns! Pretendemos voltar mais vezes com certeza!"
set. de 2018,5,Perfeito até nos mínimos detalhes!,"Não foi a primeira vez que fui a Gramado e sim a sexta. Posso falar com toda propriedade que foi melhor hotel que já me hospedei de todas as viagens.    Limpeza, atendimento, conforto, agrados nos mínimos detalhes como kit viagem no check out, docinhos na cama de boa noite, taça de champagne ao chegar... simplesmente impressionante!    Café da manhã de primeira, estacionamento coberto e manobristas 24 horas. Uma adega com ótimas opções de vinhos e espaço com lareira muito confortável.    Recomendo e muito para todos!!! 👏👏👏"
